id	name
GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid
GO:0010587	miRNA catabolic process
GO:0061014	positive regulation of mRNA catabolic process
GO:0070370	cellular heat acclimation
GO:0043448	alkane catabolic process
GO:0009643	photosynthetic acclimation
GO:0010866	regulation of triglyceride biosynthetic process
GO:0033306	phytol metabolic process
GO:1904963	regulation of phytol biosynthetic process
GO:0043971	histone H3-K18 acetylation
GO:0009612	response to mechanical stimulus
GO:0030397	membrane disassembly
GO:0009435	NAD biosynthetic process
GO:0000476	maturation of 4.5S rRNA
GO:0010390	histone monoubiquitination
GO:0071894	histone H2B conserved C-terminal lysine ubiquitination
GO:0040034	regulation of development, heterochronic
GO:0090213	regulation of radial pattern formation
GO:0032877	positive regulation of DNA endoreduplication
GO:0040014	regulation of multicellular organism growth
GO:0090392	sepal giant cell differentiation
GO:0090628	plant epidermal cell fate specification
GO:0097264	self proteolysis
GO:2000011	regulation of adaxial/abaxial pattern formation
GO:0035874	cellular response to copper ion starvation
GO:0010070	zygote asymmetric cell division
GO:0090506	axillary shoot meristem initiation
GO:0048579	negative regulation of long-day photoperiodism, flowering
GO:0048587	regulation of short-day photoperiodism, flowering
GO:0009780	photosynthetic NADP+ reduction
GO:0042550	photosystem I stabilization
GO:0044206	UMP salvage
GO:0044211	CTP salvage
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process
GO:0006535	cysteine biosynthetic process from serine
GO:0019344	cysteine biosynthetic process
GO:0051253	negative regulation of RNA metabolic process
GO:0009866	induced systemic resistance, ethylene mediated signaling pathway
GO:0055065	metal ion homeostasis
GO:1990359	stress response to zinc ion
GO:1990532	stress response to nickel ion
GO:0050691	regulation of defense response to virus by host
GO:0090056	regulation of chlorophyll metabolic process
GO:0010120	camalexin biosynthetic process
GO:0010583	response to cyclopentenone
GO:1900034	regulation of cellular response to heat
GO:0034644	cellular response to UV
GO:0031540	regulation of anthocyanin biosynthetic process
GO:0031542	positive regulation of anthocyanin biosynthetic process
GO:0071548	response to dexamethasone
GO:0010941	regulation of cell death
GO:0016116	carotenoid metabolic process
GO:0010216	maintenance of DNA methylation
GO:0010424	DNA methylation on cytosine within a CG sequence
GO:0031508	pericentric heterochromatin formation
GO:0032776	DNA methylation on cytosine
GO:0090309	positive regulation of DNA methylation-dependent heterochromatin formation
GO:0006788	heme oxidation
GO:0006826	iron ion transport
GO:1905428	regulation of plant organ formation
GO:0015800	acidic amino acid transport
GO:0015808	L-alanine transport
GO:0098712	L-glutamate import across plasma membrane
GO:2000114	regulation of establishment of cell polarity
GO:0048446	petal morphogenesis
GO:0016556	mRNA modification
GO:0031125	rRNA 3'-end processing
GO:0048194	Golgi vesicle budding
GO:0010190	cytochrome b6f complex assembly
GO:0002240	response to molecule of oomycetes origin
GO:0009804	coumarin metabolic process
GO:0015691	cadmium ion transport
GO:0046104	thymidine metabolic process
GO:0055078	sodium ion homeostasis
GO:0071366	cellular response to indolebutyric acid stimulus
GO:0016075	rRNA catabolic process
GO:0034473	U1 snRNA 3'-end processing
GO:0034476	U5 snRNA 3'-end processing
GO:0071028	nuclear mRNA surveillance
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
GO:0000244	spliceosomal tri-snRNP complex assembly
GO:0048314	embryo sac morphogenesis
GO:0030242	autophagy of peroxisome
GO:0072593	reactive oxygen species metabolic process
GO:2000214	regulation of proline metabolic process
GO:0009234	menaquinone biosynthetic process
GO:0009772	photosynthetic electron transport in photosystem II
GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate
GO:0042371	vitamin K biosynthetic process
GO:0006892	post-Golgi vesicle-mediated transport
GO:0035653	clathrin-coated vesicle cargo loading, AP-1-mediated
GO:0007639	homeostasis of number of meristem cells
GO:0106118	regulation of sterol biosynthetic process
GO:1904294	positive regulation of ERAD pathway
GO:0007052	mitotic spindle organization
GO:0010342	endosperm cellularization
GO:0051383	kinetochore organization
GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage
GO:0016180	snRNA processing
GO:0080027	response to herbivore
GO:0007019	microtubule depolymerization
GO:0031663	lipopolysaccharide-mediated signaling pathway
GO:0032497	detection of lipopolysaccharide
GO:0010165	response to X-ray
GO:0051103	DNA ligation involved in DNA repair
GO:0051351	positive regulation of ligase activity
GO:0045039	protein insertion into mitochondrial inner membrane
GO:0031648	protein destabilization
GO:0043693	monoterpene biosynthetic process
GO:0009964	negative regulation of flavonoid biosynthetic process
GO:0031122	cytoplasmic microtubule organization
GO:0015713	phosphoglycerate transmembrane transport
GO:0015714	phosphoenolpyruvate transport
GO:0015760	glucose-6-phosphate transport
GO:0035436	triose phosphate transmembrane transport
GO:0045786	negative regulation of cell cycle
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0006821	chloride transport
GO:1901529	positive regulation of anion channel activity
GO:0080169	cellular response to boron-containing substance deprivation
GO:0051567	histone H3-K9 methylation
GO:0045229	external encapsulating structure organization
GO:0009691	cytokinin biosynthetic process
GO:0009727	detection of ethylene stimulus
GO:0071732	cellular response to nitric oxide
GO:0071244	cellular response to carbon dioxide
GO:2000030	regulation of response to red or far red light
GO:0080186	developmental vegetative growth
GO:0006624	vacuolar protein processing
GO:0006103	2-oxoglutarate metabolic process
GO:0006531	aspartate metabolic process
GO:0006536	glutamate metabolic process
GO:0046949	fatty-acyl-CoA biosynthetic process
GO:0080112	seed growth
GO:0019305	dTDP-rhamnose biosynthetic process
GO:0006817	phosphate ion transport
GO:1905011	transmembrane phosphate ion transport from cytosol to vacuole
GO:0010495	siRNA-mediated long-distance post-transcriptional gene silencing
GO:0006641	triglyceride metabolic process
GO:0000271	polysaccharide biosynthetic process
GO:0031061	negative regulation of histone methylation
GO:0034721	histone H3-K4 demethylation, trimethyl-H3-K4-specific
GO:0009957	epidermal cell fate specification
GO:0006177	GMP biosynthetic process
GO:0010103	stomatal complex morphogenesis
GO:0006409	tRNA export from nucleus
GO:0031999	negative regulation of fatty acid beta-oxidation
GO:1904215	regulation of protein import into chloroplast stroma
GO:1901430	positive regulation of syringal lignin biosynthetic process
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0090069	regulation of ribosome biogenesis
GO:0000706	meiotic DNA double-strand break processing
GO:0002679	respiratory burst involved in defense response
GO:0033500	carbohydrate homeostasis
GO:0050665	hydrogen peroxide biosynthetic process
GO:0071786	endoplasmic reticulum tubular network organization
GO:1901599	(-)-pinoresinol biosynthetic process
GO:0046177	D-gluconate catabolic process
GO:0034198	cellular response to amino acid starvation
GO:1904263	positive regulation of TORC1 signaling
GO:0060261	positive regulation of transcription initiation by RNA polymerase II
GO:0009647	skotomorphogenesis
GO:0048528	post-embryonic root development
GO:0051788	response to misfolded protein
GO:0090058	metaxylem development
GO:0015689	molybdate ion transport
GO:0019343	cysteine biosynthetic process via cystathionine
GO:0019458	methionine catabolic process via 2-oxobutanoate
GO:0010148	transpiration
GO:0015843	methylammonium transport
GO:0072488	ammonium transmembrane transport
GO:0097272	ammonium homeostasis
GO:0033674	positive regulation of kinase activity
GO:0071461	cellular response to redox state
GO:0080005	photosystem stoichiometry adjustment
GO:0031647	regulation of protein stability
GO:0009653	anatomical structure morphogenesis
GO:0032260	response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance
GO:0006139	nucleobase-containing compound metabolic process
GO:0006368	transcription elongation by RNA polymerase II promoter
GO:0042789	mRNA transcription by RNA polymerase II
GO:0010022	meristem determinacy
GO:0009799	specification of symmetry
GO:0009954	proximal/distal pattern formation
GO:0048441	petal development
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0006598	polyamine catabolic process
GO:0046203	spermidine catabolic process
GO:0046208	spermine catabolic process
GO:0006538	glutamate catabolic process
GO:0019605	butyrate metabolic process
GO:0000212	meiotic spindle organization
GO:0007060	male meiosis chromosome segregation
GO:0009871	jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway
GO:1900140	regulation of seedling development
GO:0080164	regulation of nitric oxide metabolic process
GO:0005513	detection of calcium ion
GO:0005982	starch metabolic process
GO:0006369	termination of RNA polymerase II transcription
GO:0006379	mRNA cleavage
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0006420	arginyl-tRNA aminoacylation
GO:0018027	peptidyl-lysine dimethylation
GO:1904975	response to bleomycin
GO:2000685	positive regulation of cellular response to X-ray
GO:0006335	DNA replication-dependent chromatin assembly
GO:0031567	mitotic cell size control checkpoint signaling
GO:0051511	negative regulation of unidimensional cell growth
GO:0016104	triterpenoid biosynthetic process
GO:0030643	cellular phosphate ion homeostasis
GO:0006968	cellular defense response
GO:0009298	GDP-mannose biosynthetic process
GO:0019853	L-ascorbic acid biosynthetic process
GO:0046680	response to DDT
GO:0032928	regulation of superoxide anion generation
GO:0110102	ribulose bisphosphate carboxylase complex assembly
GO:0033466	trans-zeatin biosynthetic process
GO:2000200	regulation of ribosomal subunit export from nucleus
GO:0005991	trehalose metabolic process
GO:0010364	regulation of ethylene biosynthetic process
GO:1900055	regulation of leaf senescence
GO:0036503	ERAD pathway
GO:0007130	synaptonemal complex assembly
GO:0009913	epidermal cell differentiation
GO:0071494	cellular response to UV-C
GO:0043419	urea catabolic process
GO:0090071	negative regulation of ribosome biogenesis
GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GO:0010205	photoinhibition
GO:0051776	detection of redox state
GO:0035435	phosphate ion transmembrane transport
GO:0035437	maintenance of protein localization in endoplasmic reticulum
GO:0080088	spermidine hydroxycinnamate conjugate biosynthetic process
GO:0006661	phosphatidylinositol biosynthetic process
GO:0009854	oxidative photosynthetic carbon pathway
GO:0032963	collagen metabolic process
GO:0006882	cellular zinc ion homeostasis
GO:0106035	protein maturation by [4Fe-4S] cluster transfer
GO:1990067	intrachromosomal DNA recombination
GO:2001022	positive regulation of response to DNA damage stimulus
GO:0010373	negative regulation of gibberellin biosynthetic process
GO:0015743	malate transport
GO:1903052	positive regulation of proteolysis involved in protein catabolic process
GO:0006203	dGTP catabolic process
GO:0009838	abscission
GO:0050829	defense response to Gram-negative bacterium
GO:0060305	regulation of cell diameter
GO:0060866	leaf abscission
GO:0009063	cellular amino acid catabolic process
GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape
GO:0006390	mitochondrial transcription
GO:0030490	maturation of SSU-rRNA
GO:0010254	nectary development
GO:0048479	style development
GO:0046654	tetrahydrofolate biosynthetic process
GO:0043408	regulation of MAPK cascade
GO:0048508	embryonic meristem development
GO:0046417	chorismate metabolic process
GO:1901747	prephenate(2-) biosynthetic process
GO:0010822	positive regulation of mitochondrion organization
GO:0032955	regulation of division septum assembly
GO:0018230	peptidyl-L-cysteine S-palmitoylation
GO:0010050	vegetative phase change
GO:0009835	fruit ripening
GO:0035308	negative regulation of protein dephosphorylation
GO:0048577	negative regulation of short-day photoperiodism, flowering
GO:0036293	response to decreased oxygen levels
GO:0010069	zygote asymmetric cytokinesis in embryo sac
GO:0048826	cotyledon morphogenesis
GO:0071731	response to nitric oxide
GO:0090227	regulation of red or far-red light signaling pathway
GO:0042547	cell wall modification involved in multidimensional cell growth
GO:0010094	specification of carpel identity
GO:0052545	callose localization
GO:0009641	shade avoidance
GO:0045597	positive regulation of cell differentiation
GO:0048863	stem cell differentiation
GO:0006421	asparaginyl-tRNA aminoacylation
GO:0010023	proanthocyanidin biosynthetic process
GO:0034243	regulation of transcription elongation by RNA polymerase II
GO:0080162	endoplasmic reticulum to cytosol auxin transport
GO:0046109	uridine biosynthetic process
GO:0018279	protein N-linked glycosylation via asparagine
GO:2000082	regulation of L-ascorbic acid biosynthetic process
GO:0019953	sexual reproduction
GO:0000492	box C/D snoRNP assembly
GO:0007021	tubulin complex assembly
GO:0007023	post-chaperonin tubulin folding pathway
GO:0060862	negative regulation of floral organ abscission
GO:0042549	photosystem II stabilization
GO:0006518	peptide metabolic process
GO:0043489	RNA stabilization
GO:0045815	epigenetic maintenance of chromatin in transcription-competent conformation
GO:0006178	guanine salvage
GO:0032263	GMP salvage
GO:0032264	IMP salvage
GO:0046098	guanine metabolic process
GO:0046100	hypoxanthine metabolic process
GO:0007095	mitotic G2 DNA damage checkpoint signaling
GO:0051016	barbed-end actin filament capping
GO:0051601	exocyst localization
GO:0090059	protoxylem development
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
GO:0009165	nucleotide biosynthetic process
GO:0035600	tRNA methylthiolation
GO:0055082	cellular chemical homeostasis
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0034975	protein folding in endoplasmic reticulum
GO:0045851	pH reduction
GO:0000056	ribosomal small subunit export from nucleus
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0034059	response to anoxia
GO:0071454	cellular response to anoxia
GO:0080181	lateral root branching
GO:0006432	phenylalanyl-tRNA aminoacylation
GO:0071528	tRNA re-export from nucleus
GO:0006488	dolichol-linked oligosaccharide biosynthetic process
GO:0016093	polyprenol metabolic process
GO:0016095	polyprenol catabolic process
GO:0019408	dolichol biosynthetic process
GO:2000073	regulation of cytokinesis, site selection
GO:0016320	endoplasmic reticulum membrane fusion
GO:0010430	fatty acid omega-oxidation
GO:0044106	cellular amine metabolic process
GO:0070647	protein modification by small protein conjugation or removal
GO:0061614	miRNA transcription
GO:0015839	cadaverine transport
GO:0006005	L-fucose biosynthetic process
GO:0042350	GDP-L-fucose biosynthetic process
GO:0006651	diacylglycerol biosynthetic process
GO:0046337	phosphatidylethanolamine metabolic process
GO:0001676	long-chain fatty acid metabolic process
GO:0042762	regulation of sulfur metabolic process
GO:0033566	gamma-tubulin complex localization
GO:0034080	CENP-A containing chromatin assembly
GO:0051415	microtubule nucleation by interphase microtubule organizing center
GO:0051418	microtubule nucleation by microtubule organizing center
GO:0071219	cellular response to molecule of bacterial origin
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation
GO:0043335	protein unfolding
GO:0002215	defense response to nematode
GO:0010086	embryonic root morphogenesis
GO:0008216	spermidine metabolic process
GO:0043392	negative regulation of DNA binding
GO:0019285	glycine betaine biosynthetic process from choline
GO:0110095	cellular detoxification of aldehyde
GO:0031591	wybutosine biosynthetic process
GO:0042593	glucose homeostasis
GO:0019240	citrulline biosynthetic process
GO:0042450	arginine biosynthetic process via ornithine
GO:0031063	regulation of histone deacetylation
GO:0009823	cytokinin catabolic process
GO:0090355	positive regulation of auxin metabolic process
GO:0090358	positive regulation of tryptophan metabolic process
GO:1905157	positive regulation of photosynthesis
GO:0007172	signal complex assembly
GO:0036289	peptidyl-serine autophosphorylation
GO:0000455	enzyme-directed rRNA pseudouridine synthesis
GO:0034551	mitochondrial respiratory chain complex III assembly
GO:0033542	fatty acid beta-oxidation, unsaturated, even number
GO:0002143	tRNA wobble position uridine thiolation
GO:0034227	tRNA thio-modification
GO:0015780	nucleotide-sugar transmembrane transport
GO:1901684	arsenate ion transmembrane transport
GO:0015936	coenzyme A metabolic process
GO:0000086	G2/M transition of mitotic cell cycle
GO:0080153	negative regulation of reductive pentose-phosphate cycle
GO:0015783	GDP-fucose transmembrane transport
GO:0031407	oxylipin metabolic process
GO:0048240	sperm capacitation
GO:2000008	regulation of protein localization to cell surface
GO:1901332	negative regulation of lateral root development
GO:0009413	response to flooding
GO:0031000	response to caffeine
GO:0032355	response to estradiol
GO:1900039	positive regulation of cellular response to hypoxia
GO:0031338	regulation of vesicle fusion
GO:0098876	vesicle-mediated transport to the plasma membrane
GO:0010363	regulation of plant-type hypersensitive response
GO:0010452	histone H3-K36 methylation
GO:0031062	positive regulation of histone methylation
GO:0007143	female meiotic nuclear division
GO:0042543	protein N-linked glycosylation via arginine
GO:0007135	meiosis II
GO:0051445	regulation of meiotic cell cycle
GO:1902890	regulation of root hair elongation
GO:0072699	protein localization to cortical microtubule cytoskeleton
GO:0010019	chloroplast-nucleus signaling pathway
GO:0060919	auxin import into cell
GO:0033316	meiotic spindle assembly checkpoint signaling
GO:0034501	protein localization to kinetochore
GO:0051304	chromosome separation
GO:0120195	positive regulation of anther dehiscence
GO:0035493	SNARE complex assembly
GO:0048102	autophagic cell death
GO:1902358	sulfate transmembrane transport
GO:0080160	selenate transport
GO:0080033	response to nitrite
GO:0010541	acropetal auxin transport
GO:0010289	homogalacturonan biosynthetic process
GO:0006883	cellular sodium ion homeostasis
GO:0015887	pantothenate transmembrane transport
GO:0098717	pantothenate import across plasma membrane
GO:0006271	DNA strand elongation involved in DNA replication
GO:0006297	nucleotide-excision repair, DNA gap filling
GO:1904161	DNA synthesis involved in UV-damage excision repair
GO:0046900	tetrahydrofolylpolyglutamate metabolic process
GO:0006650	glycerophospholipid metabolic process
GO:0007091	metaphase/anaphase transition of mitotic cell cycle
GO:1904383	response to sodium phosphate
GO:0019745	pentacyclic triterpenoid biosynthetic process
GO:0007040	lysosome organization
GO:0008333	endosome to lysosome transport
GO:0032418	lysosome localization
GO:2000300	regulation of synaptic vesicle exocytosis
GO:0033234	negative regulation of protein sumoylation
GO:0016540	protein autoprocessing
GO:1900036	positive regulation of cellular response to heat
GO:0070592	cell wall polysaccharide biosynthetic process
GO:0006540	glutamate decarboxylation to succinate
GO:0009450	gamma-aminobutyric acid catabolic process
GO:0010455	positive regulation of cell fate commitment
GO:0080177	plastoglobule organization
GO:1902171	regulation of tocopherol cyclase activity
GO:1904278	positive regulation of wax biosynthetic process
GO:0006090	pyruvate metabolic process
GO:0006513	protein monoubiquitination
GO:0010062	negative regulation of trichoblast fate specification
GO:0010608	post-transcriptional regulation of gene expression
GO:1905034	regulation of antifungal innate immune response
GO:1902983	DNA strand elongation involved in mitotic DNA replication
GO:0070537	histone H2A K63-linked deubiquitination
GO:0007020	microtubule nucleation
GO:0090414	molybdate ion export from vacuole
GO:0006555	methionine metabolic process
GO:0006558	L-phenylalanine metabolic process
GO:0006569	tryptophan catabolic process
GO:1901997	negative regulation of indoleacetic acid biosynthetic process via tryptophan
GO:1901969	positive regulation of polynucleotide 3'-phosphatase activity
GO:1901972	positive regulation of DNA-5-methylcytosine glycosylase activity
GO:0006072	glycerol-3-phosphate metabolic process
GO:0046167	glycerol-3-phosphate biosynthetic process
GO:1901401	regulation of tetrapyrrole metabolic process
GO:0120029	proton export across plasma membrane
GO:2000001	regulation of DNA damage checkpoint
GO:0034755	iron ion transmembrane transport
GO:0007186	G protein-coupled receptor signaling pathway
GO:2001008	positive regulation of cellulose biosynthetic process
GO:0043953	protein transport by the Tat complex
GO:0065002	intracellular protein transmembrane transport
GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway
GO:0070897	transcription preinitiation complex assembly
GO:0030836	positive regulation of actin filament depolymerization
GO:0034213	quinolinate catabolic process
GO:1900064	positive regulation of peroxisome organization
GO:0080184	response to phenylpropanoid
GO:2000369	regulation of clathrin-dependent endocytosis
GO:0015833	peptide transport
GO:0042939	tripeptide transport
GO:0140013	meiotic nuclear division
GO:0051606	detection of stimulus
GO:0010265	SCF complex assembly
GO:0019878	lysine biosynthetic process via aminoadipic acid
GO:0001188	RNA polymerase I preinitiation complex assembly
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I
GO:0071452	cellular response to singlet oxygen
GO:1903507	negative regulation of nucleic acid-templated transcription
GO:0032933	SREBP signaling pathway
GO:0043100	pyrimidine nucleobase salvage
GO:0006529	asparagine biosynthetic process
GO:0048442	sepal development
GO:0009636	response to toxic substance
GO:0019478	D-amino acid catabolic process
GO:0006611	protein export from nucleus
GO:0010157	response to chlorate
GO:0051238	sequestering of metal ion
GO:0043407	negative regulation of MAP kinase activity
GO:0061388	regulation of rate of cell growth
GO:0009245	lipid A biosynthetic process
GO:2001289	lipid X metabolic process
GO:0017121	plasma membrane phospholipid scrambling
GO:0009769	photosynthesis, light harvesting in photosystem II
GO:1903428	positive regulation of reactive oxygen species biosynthetic process
GO:0009765	photosynthesis, light harvesting
GO:0032206	positive regulation of telomere maintenance
GO:0032210	regulation of telomere maintenance via telomerase
GO:0032212	positive regulation of telomere maintenance via telomerase
GO:0051974	negative regulation of telomerase activity
GO:0010558	negative regulation of macromolecule biosynthetic process
GO:0009312	oligosaccharide biosynthetic process
GO:0006101	citrate metabolic process
GO:0007004	telomere maintenance via telomerase
GO:0007141	male meiosis I
GO:0048232	male gamete generation
GO:0016042	lipid catabolic process
GO:0050482	arachidonic acid secretion
GO:0015886	heme transport
GO:0022904	respiratory electron transport chain
GO:0009247	glycolipid biosynthetic process
GO:2000058	regulation of ubiquitin-dependent protein catabolic process
GO:0043434	response to peptide hormone
GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
GO:0070899	mitochondrial tRNA wobble uridine modification
GO:1990570	GDP-mannose transmembrane transport
GO:0006265	DNA topological change
GO:0006210	thymine catabolic process
GO:0010266	response to vitamin B1
GO:0046486	glycerolipid metabolic process
GO:0006469	negative regulation of protein kinase activity
GO:0010647	positive regulation of cell communication
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
GO:0043572	plastid fission
GO:0006231	dTMP biosynthetic process
GO:0009257	10-formyltetrahydrofolate biosynthetic process
GO:0035563	positive regulation of chromatin binding
GO:0060964	regulation of miRNA-mediated gene silencing
GO:0071360	cellular response to exogenous dsRNA
GO:1900111	positive regulation of histone H3-K9 dimethylation
GO:0010964	regulation of small non-coding RNA-mediated heterochromatin formation
GO:0006527	arginine catabolic process
GO:0033388	putrescine biosynthetic process from arginine
GO:0043144	sno(s)RNA processing
GO:1900384	regulation of flavonol biosynthetic process
GO:0071294	cellular response to zinc ion
GO:0034087	establishment of mitotic sister chromatid cohesion
GO:0071169	establishment of protein localization to chromatin
GO:1990414	replication-born double-strand break repair via sister chromatid exchange
GO:0015904	tetracycline transmembrane transport
GO:0098656	anion transmembrane transport
GO:0045792	negative regulation of cell size
GO:0048281	inflorescence morphogenesis
GO:0009086	methionine biosynthetic process
GO:1990547	mitochondrial phosphate ion transmembrane transport
GO:0010359	regulation of anion channel activity
GO:0036498	IRE1-mediated unfolded protein response
GO:0000245	spliceosomal complex assembly
GO:0050684	regulation of mRNA processing
GO:0016094	polyprenol biosynthetic process
GO:0097222	mitochondrial mRNA polyadenylation
GO:0070509	calcium ion import
GO:0080166	stomium development
GO:0070988	demethylation
GO:0070935	3'-UTR-mediated mRNA stabilization
GO:0080020	regulation of coenzyme A biosynthetic process
GO:0009725	response to hormone
GO:0062207	regulation of pattern recognition receptor signaling pathway
GO:0006121	mitochondrial electron transport, succinate to ubiquinone
GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway
GO:0045047	protein targeting to ER
GO:0010202	response to low fluence red light stimulus
GO:0017012	protein-phytochromobilin linkage
GO:0015774	polysaccharide transport
GO:0051223	regulation of protein transport
GO:0042362	fat-soluble vitamin biosynthetic process
GO:0032025	response to cobalt ion
GO:0055069	zinc ion homeostasis
GO:1904629	response to diterpene
GO:1900035	negative regulation of cellular response to heat
GO:0006216	cytidine catabolic process
GO:0009972	cytidine deamination
GO:0018216	peptidyl-arginine methylation
GO:0008154	actin polymerization or depolymerization
GO:0042989	sequestering of actin monomers
GO:0009747	hexokinase-dependent signaling
GO:0000154	rRNA modification
GO:0006679	glucosylceramide biosynthetic process
GO:0007276	gamete generation
GO:0007292	female gamete generation
GO:0007026	negative regulation of microtubule depolymerization
GO:0010068	protoderm histogenesis
GO:1903775	regulation of DNA double-strand break processing
GO:0042353	fucose biosynthetic process
GO:0031118	rRNA pseudouridine synthesis
GO:0031120	snRNA pseudouridine synthesis
GO:0001560	regulation of cell growth by extracellular stimulus
GO:0009231	riboflavin biosynthetic process
GO:1903427	negative regulation of reactive oxygen species biosynthetic process
GO:0006546	glycine catabolic process
GO:0009107	lipoate biosynthetic process
GO:2000070	regulation of response to water deprivation
GO:0045038	protein import into chloroplast thylakoid membrane
GO:1902458	positive regulation of stomatal opening
GO:0001778	plasma membrane repair
GO:0046740	transport of virus in host, cell to cell
GO:0071722	detoxification of arsenic-containing substance
GO:0006642	triglyceride mobilization
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process
GO:0043461	proton-transporting ATP synthase complex assembly
GO:0031669	cellular response to nutrient levels
GO:0032119	sequestering of zinc ion
GO:0043181	vacuolar sequestering
GO:0006858	extracellular transport
GO:0010501	RNA secondary structure unwinding
GO:0050658	RNA transport
GO:0050688	regulation of defense response to virus
GO:0009202	deoxyribonucleoside triphosphate biosynthetic process
GO:0009263	deoxyribonucleotide biosynthetic process
GO:0071486	cellular response to high light intensity
GO:0071492	cellular response to UV-A
GO:0048255	mRNA stabilization
GO:0070507	regulation of microtubule cytoskeleton organization
GO:0010264	myo-inositol hexakisphosphate biosynthetic process
GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway
GO:0035511	oxidative DNA demethylation
GO:1900367	positive regulation of defense response to insect
GO:0010219	regulation of vernalization response
GO:0031554	regulation of termination of DNA-templated transcription
GO:2000142	regulation of DNA-templated transcription initiation
GO:2001253	regulation of histone H3-K36 trimethylation
GO:0015709	thiosulfate transport
GO:0015729	oxaloacetate transport
GO:0071422	succinate transmembrane transport
GO:0019365	pyridine nucleotide salvage
GO:0008064	regulation of actin polymerization or depolymerization
GO:0048870	cell motility
GO:0043486	histone exchange
GO:0031998	regulation of fatty acid beta-oxidation
GO:0080093	regulation of photorespiration
GO:0061062	regulation of nematode larval development
GO:0010392	galactoglucomannan metabolic process
GO:0051070	galactomannan biosynthetic process
GO:2001020	regulation of response to DNA damage stimulus
GO:0034614	cellular response to reactive oxygen species
GO:1904821	chloroplast disassembly
GO:0090354	regulation of auxin metabolic process
GO:0045185	maintenance of protein location
GO:0010048	vernalization response
GO:0070734	histone H3-K27 methylation
GO:0009668	plastid membrane organization
GO:0034355	NAD salvage
GO:0045740	positive regulation of DNA replication
GO:0035864	response to potassium ion
GO:1901847	nicotinate metabolic process
GO:1900109	regulation of histone H3-K9 dimethylation
GO:1901653	cellular response to peptide
GO:0016099	monoterpenoid biosynthetic process
GO:0071784	endoplasmic reticulum cisternal network assembly
GO:0043488	regulation of mRNA stability
GO:1900364	negative regulation of mRNA polyadenylation
GO:0080143	regulation of amino acid export
GO:0009559	embryo sac central cell differentiation
GO:0043137	DNA replication, removal of RNA primer
GO:0031537	regulation of anthocyanin metabolic process
GO:0042966	biotin carboxyl carrier protein biosynthetic process
GO:0001932	regulation of protein phosphorylation
GO:0006436	tryptophanyl-tRNA aminoacylation
GO:0032465	regulation of cytokinesis
GO:0007265	Ras protein signal transduction
GO:0048285	organelle fission
GO:0006145	purine nucleobase catabolic process
GO:0019628	urate catabolic process
GO:0032409	regulation of transporter activity
GO:0003376	sphingosine-1-phosphate receptor signaling pathway
GO:0019236	response to pheromone
GO:0030155	regulation of cell adhesion
GO:0010381	peroxisome-chloroplast membrane tethering
GO:0018142	protein-DNA covalent cross-linking
GO:0035344	hypoxanthine transport
GO:0098702	adenine import across plasma membrane
GO:0098710	guanine import across plasma membrane
GO:0098721	uracil import across plasma membrane
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0010024	phytochromobilin biosynthetic process
GO:1902183	regulation of shoot apical meristem development
